Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 50, Time: 22-Feb-22 3:10:30 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 68, Time: 23-Feb-22 1:47:41 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 70, Time: 23-Feb-22 1:47:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 70, Time: 23-Feb-22 1:47:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 71, Time: 23-Feb-22 1:47:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 71, Time: 23-Feb-22 1:47:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 73, Time: 23-Feb-22 1:47:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 73, Time: 23-Feb-22 1:47:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 75, Time: 23-Feb-22 1:47:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 75, Time: 23-Feb-22 1:47:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 76, Time: 23-Feb-22 1:47:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 76, Time: 23-Feb-22 1:47:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 78, Time: 23-Feb-22 1:47:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 78, Time: 23-Feb-22 1:47:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 80, Time: 23-Feb-22 1:47:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 80, Time: 23-Feb-22 1:47:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 81, Time: 23-Feb-22 1:47:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 81, Time: 23-Feb-22 1:47:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 83, Time: 23-Feb-22 1:47:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 83, Time: 23-Feb-22 1:47:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 85, Time: 23-Feb-22 1:47:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 85, Time: 23-Feb-22 1:47:51 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 23-Feb-22 1:47:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 23-Feb-22 1:48:01 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267654, Time: 23-Feb-22 1:48:58 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 0, Time: 23-Feb-22 1:49:00 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267653, Time: 23-Feb-22 1:49:02 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267654, Time: 23-Feb-22 1:49:58 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 0, Time: 23-Feb-22 1:50:00 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267653, Time: 23-Feb-22 1:50:02 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 70.8205930287114, Time: 23-Feb-22 1:50:50 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 70.8205930287114, Time: 23-Feb-22 1:50:51 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 70.8205930287114, Time: 23-Feb-22 1:50:52 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 40.1179451682223, Time: 23-Feb-22 1:50:53 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 40.1179451682223, Time: 23-Feb-22 1:50:54 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 40.1179451682223, Time: 23-Feb-22 1:50:55 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 40.1179451682223, Time: 23-Feb-22 1:50:56 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 40.1179451682223, Time: 23-Feb-22 1:50:57 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 41.0211312309937, Time: 23-Feb-22 1:50:58 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 23-Feb-22 1:50:59 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 41.0211312309937, Time: 23-Feb-22 1:50:59 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 41.0211312309937, Time: 23-Feb-22 1:51:00 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 23-Feb-22 1:51:01 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 41.0211312309937, Time: 23-Feb-22 1:51:01 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 41.0211312309937, Time: 23-Feb-22 1:51:01 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 80.2826044523542, Time: 23-Feb-22 1:51:02 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 80.2826044523542, Time: 23-Feb-22 1:51:02 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 80.2826044523542, Time: 23-Feb-22 1:51:03 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 80.2826044523542, Time: 23-Feb-22 1:51:03 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 80.2826044523542, Time: 23-Feb-22 1:51:04 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 80.2826044523542, Time: 23-Feb-22 1:51:04 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 80.2826044523542, Time: 23-Feb-22 1:51:05 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 80.2826044523542, Time: 23-Feb-22 1:51:05 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 80.2826044523542, Time: 23-Feb-22 1:51:06 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 80.2826044523542, Time: 23-Feb-22 1:51:06 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 38.3089619401418, Time: 23-Feb-22 1:51:07 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 38.3089619401418, Time: 23-Feb-22 1:51:08 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 38.3089619401418, Time: 23-Feb-22 1:51:09 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 38.3089619401418, Time: 23-Feb-22 1:51:10 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 38.3089619401418, Time: 23-Feb-22 1:51:11 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 86.7386270252702, Time: 23-Feb-22 1:51:12 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 86.7386270252702, Time: 23-Feb-22 1:51:12 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 86.7386270252702, Time: 23-Feb-22 1:51:13 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 86.7386270252702, Time: 23-Feb-22 1:51:13 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 86.7386270252702, Time: 23-Feb-22 1:51:14 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 86.7386270252702, Time: 23-Feb-22 1:51:14 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 86.7386270252702, Time: 23-Feb-22 1:51:15 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 86.7386270252702, Time: 23-Feb-22 1:51:15 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 86.7386270252702, Time: 23-Feb-22 1:51:16 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 86.7386270252702, Time: 23-Feb-22 1:51:16 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 74.5263022252015, Time: 23-Feb-22 1:51:17 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 74.5263022252015, Time: 23-Feb-22 1:51:17 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 74.5263022252015, Time: 23-Feb-22 1:51:18 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 74.5263022252015, Time: 23-Feb-22 1:51:18 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 74.5263022252015, Time: 23-Feb-22 1:51:19 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 74.5263022252015, Time: 23-Feb-22 1:51:19 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 74.5263022252015, Time: 23-Feb-22 1:51:20 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 74.5263022252015, Time: 23-Feb-22 1:51:20 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 74.5263022252015, Time: 23-Feb-22 1:51:21 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 74.5263022252015, Time: 23-Feb-22 1:51:21 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 79.2371132780039, Time: 23-Feb-22 1:51:22 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 79.2371132780039, Time: 23-Feb-22 1:51:22 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 79.2371132780039, Time: 23-Feb-22 1:51:23 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 40, Value: 79.2371132780039, Time: 23-Feb-22 1:51:23 PM
Tag: RTUProbni, Alarm type: high, Alarm limit: 30, Value: 79.2371132780039, Time: 23-Feb-22 1:51:24 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 23-Feb-22 1:52:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 23-Feb-22 1:53:01 PM
